"nombre","run","serie","tipoentidad","row","categoria","instrumento"
"FONDO DE INVERSIÓN DRAKE REAL ESTATE PARTNERS FUND III","9458","I","FINRE","AAAw+cAAhAABP4OAAL","Alternativos","CFI"
"FONDO DE INVERSIÓN DRAKE REAL ESTATE PARTNERS FUND III","9458","P","FINRE","AAAw+cAAhAABP4OAAL","Alternativos","CFI"
"FONDO DE INVERSIÓN DRAKE REAL ESTATE PARTNERS FUND IV","9904","C","FINRE","AAAw+cAAhAABQKFAAA","Alternativos","CFI"
"FONDO DE INVERSIÓN DRAKE REAL ESTATE PARTNERS FUND IV","9904","F","FINRE","AAAw+cAAhAABQKFAAA","Alternativos","CFI"
"FONDO DE INVERSIÓN DRAKE REAL ESTATE PARTNERS FUND IV","9904","I","FINRE","AAAw+cAAhAABQKFAAA","Alternativos","CFI"
"FONDO DE INVERSIÓN DRAKE REAL ESTATE PARTNERS FUND IV","9904","P","FINRE","AAAw+cAAhAABQKFAAA","Alternativos","CFI"
"FONDO DE INVERSIÓN DRAKE REAL ESTATE PARTNERS FUND IV","9904","R","FINRE","AAAw+cAAhAABQKFAAA","Alternativos","CFI"
"FONDO DE INVERSIÓN DRAKE REAL ESTATE PARTNERS FUND V","10547","F","FINRE","AAAw+cAAhAABQK7AAW","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN DRAKE REAL ESTATE PARTNERS FUND V","10547","I","FINRE","AAAw+cAAhAABQK7AAW","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN DRAKE REAL ESTATE PARTNERS FUND V","10547","R","FINRE","AAAw+cAAhAABQK7AAW","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN ETF SINGULAR CHILE CORPORATIVO","9705","UNICA","FIRES","AAAw+cAAhAABP4UAAd","Renta Fija - > 365 dias","CFI"
"FONDO DE INVERSIÓN ETF SINGULAR CHILE LARGO PLAZO","10640","UNICA","FIRES","AAAw+cAAhAABQK/AAi","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN ETF SINGULAR CORE 40/60","10776","UNICA","FIRES","AAAw+cAAhAABQK5AA7","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN ETF SINGULAR FIXED INCOME BRL","10811","UNICA","FIRES","AAAw+cAAhAABQK6AA6","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN ETF SINGULAR GLOBAL CORPORATES","9948","UNICA","FIRES","AAAw+cAAhAABQKAAAL","Renta Fija - > 365 dias","CFI"
"FONDO DE INVERSIÓN ETF SINGULAR GLOBAL EQUITIES","9706","UNICA","FIRES","AAAw+cAAhAABP4TAAZ","Renta Variable - All/Large Cap","CFI"
"FONDO DE INVERSIÓN ETF SINGULAR NASDAQ 100","10150","UNICA","FIRES","AAAw+cAAhAABQKHAAc","Renta Variable - All/Large Cap","CFI"
"FONDO DE INVERSIÓN ETF SINGULAR S&P 500","10218","UNICA","FIRES","AAAw+cAAhAABQKGAAl","Renta Variable - All/Large Cap","CFI"
"FONDO DE INVERSIÓN EUROPE MEDNEO HEALTH TECH","10159","I","FINRE","AAAw+cAAhAABQKHAAf","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN EUROPE MEDNEO HEALTH TECH","10159","P","FINRE","AAAw+cAAhAABQKHAAf","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN EUROPE MEDNEO HEALTH TECH","10159","R","FINRE","AAAw+cAAhAABQKHAAf","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN EUROPE MEDNEO HEALTH TECH","10159","S","FINRE","AAAw+cAAhAABQKHAAf","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN EUROPE MEDTOP TELEHEALTH","10321","I","FINRE","AAAw+cAAhAABQKGAAy","Alternativos","CFI"
"FONDO DE INVERSIÓN EUROPE MEDTOP TELEHEALTH","10321","P","FINRE","AAAw+cAAhAABQKGAAy","Alternativos","CFI"
"FONDO DE INVERSIÓN EUROPE MEDTOP TELEHEALTH","10321","R","FINRE","AAAw+cAAhAABQKGAAy","Alternativos","CFI"
"FONDO DE INVERSIÓN EUROPE PHARMA ONLINE","9978","I","FINRE","AAAw+cAAhAABQKCAAK","Alternativos","CFI"
"FONDO DE INVERSIÓN EUROPE PHARMA ONLINE","9978","NS","FINRE","AAAw+cAAhAABQKCAAK","Alternativos","CFI"
"FONDO DE INVERSIÓN EUROPE PHARMA ONLINE","9978","P","FINRE","AAAw+cAAhAABQKCAAK","Alternativos","CFI"
"FONDO DE INVERSIÓN EUROPE PHARMA ONLINE","9978","R","FINRE","AAAw+cAAhAABQKCAAK","Alternativos","CFI"
"FONDO DE INVERSIÓN EUROPE PHARMA ONLINE","9978","S","FINRE","AAAw+cAAhAABQKCAAK","Alternativos","CFI"
"FONDO DE INVERSIÓN FALCOM ANTARES BDC PRIVATE DEBT","10743","A","FINRE","AAAw+cAAhAABQK8AAv","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN FALCOM ANTARES BDC PRIVATE DEBT","10743","B","FINRE","AAAw+cAAhAABQK8AAv","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN FALCOM ANTARES BDC PRIVATE DEBT","10743","I","FINRE","AAAw+cAAhAABQK8AAv","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN FALCOM ANTARES BDC PRIVATE DEBT","10743","W","FINRE","AAAw+cAAhAABQK8AAv","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN FALCOM ANTARES SENIOR LOAN FUND III","10732","A","FINRE","AAAw+cAAhAABQK5AA1","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN FALCOM ANTARES SENIOR LOAN FUND III","10732","I","FINRE","AAAw+cAAhAABQK5AA1","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN FALCOM ANTARES SENIOR LOAN FUND III","10732","R","FINRE","AAAw+cAAhAABQK5AA1","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN FALCOM BLACKROCK DLF IX","9795","B","FINRE","AAAw+cAAhAABP4WAAm","Alternativos","CFI"
"FONDO DE INVERSIÓN FALCOM CRÉDITO","9720","A","FINRE","AAAw+cAAhAABP4TAAe","Alternativos","CFI"
"FONDO DE INVERSIÓN FALCOM CRÉDITO","9720","B","FINRE","AAAw+cAAhAABP4TAAe","Alternativos","CFI"
"FONDO DE INVERSIÓN FALCOM CRÉDITO","9720","F","FINRE","AAAw+cAAhAABP4TAAe","Alternativos","CFI"
"FONDO DE INVERSIÓN FALCOM DEUDA CORPORATIVA CHILE","9902","A","FIRES","AAAw+cAAhAABQKGAAB","Renta Fija - > 365 dias","CFI"
"FONDO DE INVERSIÓN FALCOM DEUDA CORPORATIVA CHILE","9902","F","FIRES","AAAw+cAAhAABQKGAAB","Renta Fija - > 365 dias","CFI"
"FONDO DE INVERSIÓN FALCOM DEUDA CORPORATIVA CHILE","9902","G","FIRES","AAAw+cAAhAABQKGAAB","Renta Fija - > 365 dias","CFI"
"FONDO DE INVERSIÓN FALCOM DEUDA CORPORATIVA CHILE","9902","M","FIRES","AAAw+cAAhAABQKGAAB","Renta Fija - > 365 dias","CFI"
"FONDO DE INVERSIÓN FALCOM DEUDA CORPORATIVA CHILE","9902","W","FIRES","AAAw+cAAhAABQKGAAB","Renta Fija - > 365 dias","CFI"
"FONDO DE INVERSIÓN FALCOM GLOBAL STRATEGY FUND","9297","A","FIRES","AAAw+cAAhAABP4LAAx","Balanceados - Agresivo","CFI"
"FONDO DE INVERSIÓN FALCOM GLOBAL STRATEGY FUND","9297","B","FIRES","AAAw+cAAhAABP4LAAx","Balanceados - Agresivo","CFI"
"FONDO DE INVERSIÓN FALCOM GLOBAL STRATEGY FUND","9297","C","FIRES","AAAw+cAAhAABP4LAAx","Balanceados - Agresivo","CFI"
"FONDO DE INVERSIÓN FALCOM GLOBAL STRATEGY FUND","9297","I","FIRES","AAAw+cAAhAABP4LAAx","Balanceados - Agresivo","CFI"
"FONDO DE INVERSIÓN FALCOM GTCR PRIVATE EQUITY XII","9509","UNICA","FINRE","AAAw+cAAhAABP4OAAU","Alternativos","CFI"
"FONDO DE INVERSIÓN FALCOM GTCR PRIVATE EQUITY XIII","9938","A","FINRE","AAAw+cAAhAABQKDAAH","Alternativos","CFI"
"FONDO DE INVERSIÓN FALCOM GTCR PRIVATE EQUITY XIII","9938","B","FINRE","AAAw+cAAhAABQKDAAH","Alternativos","CFI"
"FONDO DE INVERSIÓN FALCOM GTCR PRIVATE EQUITY XIV","10366","A","FINRE","AAAw+cAAhAABQKCAA8","Alternativos","CFI"
"FONDO DE INVERSIÓN FALCOM GTCR PRIVATE EQUITY XIV","10366","B","FINRE","AAAw+cAAhAABQKCAA8","Alternativos","CFI"
"FONDO DE INVERSIÓN FALCOM GTCR PRIVATE EQUITY XIV","10366","R","FINRE","AAAw+cAAhAABQKCAA8","Alternativos","CFI"
"FONDO DE INVERSIÓN FALCOM LATAM USD DEBT ESG","9912","F","FIRES","AAAw+cAAhAABQKHAAB","Renta Fija - > 365 dias","CFI"
"FONDO DE INVERSIÓN FALCOM LATAM USD DEBT ESG","9912","I","FIRES","AAAw+cAAhAABQKHAAB","Renta Fija - > 365 dias","CFI"
"FONDO DE INVERSIÓN FALCOM LATAM USD DEBT ESG","9912","W","FIRES","AAAw+cAAhAABQKHAAB","Renta Fija - > 365 dias","CFI"
"FONDO DE INVERSIÓN FALCOM PORTFOLIO ADVISORS MVP PRIVATE EQUITY","10127","A","FINRE","AAAw+cAAhAABQKFAAe","Alternativos","CFI"
"FONDO DE INVERSIÓN FALCOM PORTFOLIO ADVISORS MVP PRIVATE EQUITY","10127","B","FINRE","AAAw+cAAhAABQKFAAe","Alternativos","CFI"
"FONDO DE INVERSIÓN FALCOM PORTFOLIO ADVISORS MVP PRIVATE EQUITY","10127","G","FINRE","AAAw+cAAhAABQKFAAe","Alternativos","CFI"
"FONDO DE INVERSIÓN FALCOM PORTFOLIO ADVISORS MVP PRIVATE EQUITY","10127","I","FINRE","AAAw+cAAhAABQKFAAe","Alternativos","CFI"
"FONDO DE INVERSIÓN FALCOM PORTFOLIO ADVISORS MVP PRIVATE EQUITY","10127","S","FINRE","AAAw+cAAhAABQKFAAe","Alternativos","CFI"
"FONDO DE INVERSIÓN FALCOM PORTFOLIO ADVISORS PRIVATE DEBT II","9423","UNICA","FINRE","AAAw+cAAhAABP4PAAI","Alternativos","CFI"
"FONDO DE INVERSIÓN FALCOM PORTFOLIO ADVISORS PRIVATE DEBT III","9805","A","FINRE","AAAw+cAAhAABP4UAAz","Alternativos","CFI"
"FONDO DE INVERSIÓN FALCOM PORTFOLIO ADVISORS PRIVATE DEBT III","9805","E","FINRE","AAAw+cAAhAABP4UAAz","Alternativos","CFI"
"FONDO DE INVERSIÓN FALCOM SHORT DURATION CHILE","10751","F","FIRES","AAAw+cAAhAABQK5AA4","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN FALCOM SHORT DURATION CHILE","10751","G","FIRES","AAAw+cAAhAABQK5AA4","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN FALCOM SHORT DURATION CHILE","10751","M","FIRES","AAAw+cAAhAABQK5AA4","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN FALCOM SHORT DURATION CHILE","10751","W","FIRES","AAAw+cAAhAABQK5AA4","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN FALCOM SMALL AND MID CAP","9420","A","FINRE","AAAw+cAAhAABP4LAAI","Renta Variable - Mid/Small Cap","CFI"
"FONDO DE INVERSIÓN FALCOM SMALL AND MID CAP","9420","F","FINRE","AAAw+cAAhAABP4LAAI","Renta Variable - Mid/Small Cap","CFI"
"FONDO DE INVERSIÓN FALCOM TACTICAL CHILEAN EQUITIES","9194","UNICA","FIRES","AAAw+cAAhAABP4MAAq","Renta Variable - All/Large Cap","CFI"
"FONDO DE INVERSIÓN FALCOM TACTICAL LATAM EQUITIES","10591","UNICA","FIRES","AAAw+cAAhAABQK5AAf","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN FEN VENTURES III","10164","F","FINRE","AAAw+cAAhAABQKBAAf","Alternativos","CFI"
"FONDO DE INVERSIÓN FEN VENTURES III","10164","I","FINRE","AAAw+cAAhAABQKBAAf","Alternativos","CFI"
"FONDO DE INVERSIÓN FEN VENTURES III","10164","P","FINRE","AAAw+cAAhAABQKBAAf","Alternativos","CFI"
"FONDO DE INVERSIÓN FEN VENTURES III","10164","R","FINRE","AAAw+cAAhAABQKBAAf","Alternativos","CFI"
"FONDO DE INVERSIÓN FEN VENTURES III","10164","X","FINRE","AAAw+cAAhAABQKBAAf","Alternativos","CFI"
"FONDO DE INVERSIÓN FORESTAL CAMPBELL GLOBAL","9900","UNICA","FINRE","AAAw+cAAhAABQKGAAA","Alternativos","CFI"
"FONDO DE INVERSIÓN FYNSA DEUDA CHILE","9559","A","FIRES","AAAw+cAAhAABP4RAA3","Renta Fija - > 365 dias","CFI"
"FONDO DE INVERSIÓN FYNSA DEUDA CHILE","9559","B","FIRES","AAAw+cAAhAABP4RAA3","Renta Fija - > 365 dias","CFI"
"FONDO DE INVERSIÓN FYNSA DEUDA PRIVADA","9759","A","FINRE","AAAw+cAAhAABP4TAAl","Alternativos","CFI"
"FONDO DE INVERSIÓN FYNSA DEUDA PRIVADA","9759","C","FINRE","AAAw+cAAhAABP4TAAl","Alternativos","CFI"
"FONDO DE INVERSIÓN FYNSA DEUDA PRIVADA","9759","D","FINRE","AAAw+cAAhAABP4TAAl","Alternativos","CFI"
"FONDO DE INVERSIÓN FYNSA DEUDA PRIVADA USA","10215","A","FINRE","AAAw+cAAhAABQKFAAn","Alternativos","CFI"
"FONDO DE INVERSIÓN FYNSA DEUDA TÁCTICA","10656","A","FIRES","AAAw+cAAhAABQK6AAj","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN FYNSA DEUDA TÁCTICA","10656","B","FIRES","AAAw+cAAhAABQK6AAj","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN FYNSA GALGO II","10604","B","FINRE","AAAw+cAAhAABQK8AAg","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN FYNSA GALGO II","10604","C","FINRE","AAAw+cAAhAABQK8AAg","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN FYNSA GALGO II","10604","I","FINRE","AAAw+cAAhAABQK8AAg","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN FYNSA GALGO II","10604","S","FINRE","AAAw+cAAhAABQK8AAg","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN FYNSA PANTHEON PGPE","10704","A","FINRE","AAAw+cAAhAABQK+AAu","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN FYNSA PANTHEON PGPE","10704","C","FINRE","AAAw+cAAhAABQK+AAu","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN FYNSA PANTHEON PGPE","10704","E","FINRE","AAAw+cAAhAABQK+AAu","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN FYNSA PANTHEON PGPE","10704","F","FINRE","AAAw+cAAhAABQK+AAu","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC AXI","10593","I","FINRE","AAAw+cAAhAABQK+AAb","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC AXI","10593","X","FINRE","AAAw+cAAhAABQK+AAb","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC BITCOIN","10650","A","FIRES","AAAw+cAAhAABQK+AAi","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC CARVAL CREDIT VALUE FUND V","9886","A","FINRE","AAAw+cAAhAABP4WAA9","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC CARVAL CREDIT VALUE FUND V","9886","I","FINRE","AAAw+cAAhAABP4WAA9","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC CD&R FUND XI","9876","A","FINRE","AAAw+cAAhAABP4VAA7","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC CD&R FUND XI","9876","E","FINRE","AAAw+cAAhAABP4VAA7","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC CD&R FUND XI","9876","I","FINRE","AAAw+cAAhAABP4VAA7","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC CD&R FUND XII","10414","I","FINRE","AAAw+cAAhAABQK+AAE","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC CIP IX","10681","E","FINRE","AAAw+cAAhAABQK5AAv","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC CIP IX","10681","I","FINRE","AAAw+cAAhAABQK5AAv","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC COURT SQUARE V","10836","E","FINRE","AAAw+cAAhAABQlRAAC","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC COURT SQUARE V","10836","I","FINRE","AAAw+cAAhAABQlRAAC","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC COURT SQUARE V","10836","X","FINRE","AAAw+cAAhAABQlRAAC","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC DEUDA PRIVADA ANDINA","9804","A","FINRE","AAAw+cAAhAABP4VAAq","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC DEUDA PRIVADA ANDINA","9804","X","FINRE","AAAw+cAAhAABP4VAAq","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC DEUDA PRIVADA GLOBAL","9914","A","FIRES","AAAw+cAAhAABQKDAAF","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC DEUDA PRIVADA GLOBAL","9914","BP","FIRES","AAAw+cAAhAABQKDAAF","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC DEUDA PRIVADA GLOBAL","9914","F","FIRES","AAAw+cAAhAABQKDAAF","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC DEUDA PRIVADA GLOBAL","9914","I","FIRES","AAAw+cAAhAABQKDAAF","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC DEUDA PRIVADA GLOBAL","9914","X","FIRES","AAAw+cAAhAABQKDAAF","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC GLOBAL MACRO RETORNO TOTAL","10420","BP","FIRES","AAAw+cAAhAABQK+AAF","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC GLOBAL MACRO RETORNO TOTAL","10420","F","FIRES","AAAw+cAAhAABQK+AAF","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC GLOBAL MACRO RETORNO TOTAL","10420","X","FIRES","AAAw+cAAhAABQK+AAF","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC GLOBAL REAL ESTATE INCOME","10242","A","FINRE","AAAw+cAAhAABQKAAAw","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC GLOBAL REAL ESTATE INCOME","10242","X","FINRE","AAAw+cAAhAABQKAAAw","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC GUARDIAN BALANCEADO","10278","A","FIRES","AAAw+cAAhAABQKEAA1","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC INMOBILIARIO PERÚ II","9404","I","FINRE","AAAw+cAAhAABP4OAAF","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC INMOBILIARIO PERÚ II","9404","R","FINRE","AAAw+cAAhAABP4OAAF","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC INSIGHT XII","10037","A","FINRE","AAAw+cAAhAABQKGAAR","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC INSIGHT XII","10037","E","FINRE","AAAw+cAAhAABQKGAAR","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC INSIGHT XII","10037","I","FINRE","AAAw+cAAhAABQKGAAR","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC INSIGHT XII","10037","X","FINRE","AAAw+cAAhAABQKGAAR","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC MEZZANINE INMOBILIARIO III","9740","I","FINRE","AAAw+cAAhAABP4UAAm","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC MEZZANINE INMOBILIARIO III","9740","R","FINRE","AAAw+cAAhAABP4UAAm","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC MEZZANINE INMOBILIARIO IV","10555","I","FINRE","AAAw+cAAhAABQK/AAU","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC MEZZANINE INMOBILIARIO IV","10555","R","FINRE","AAAw+cAAhAABQK/AAU","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC MEZZANINE INMOBILIARIO IV","10555","X","FINRE","AAAw+cAAhAABQK/AAU","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC MULTIFAMILY US","9840","UNICA","FINRE","AAAw+cAAhAABP4XAA+","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC MULTIFAMILY US III","10182","BD","FINRE","AAAw+cAAhAABQKGAAe","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC MULTIFAMILY US III","10182","BP","FINRE","AAAw+cAAhAABQKGAAe","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC MULTIFAMILY US III","10182","I","FINRE","AAAw+cAAhAABQKGAAe","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC MULTIFAMILY US III","10182","X","FINRE","AAAw+cAAhAABQKGAAe","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC PEARL DIVER VII - EN LIQUIDACION","9508","BP","FINRE","AAAw+cAAhAABP4OAAT","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC PEARL DIVER VII - EN LIQUIDACION","9508","I","FINRE","AAAw+cAAhAABP4OAAT","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC PORTAFOLIO OPTIMO","9865","A","FIRES","AAAw+cAAhAABP4TAA8","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC PORTAFOLIO OPTIMO","9865","BP","FIRES","AAAw+cAAhAABP4TAA8","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC PORTAFOLIO OPTIMO","9865","I","FIRES","AAAw+cAAhAABP4TAA8","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC PORTAFOLIO OPTIMO","9865","X","FIRES","AAAw+cAAhAABP4TAA8","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC RENDIMIENTO ESTRATEGICO DOLAR","10597","A","FIRES","AAAw+cAAhAABQK7AAg","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC RENDIMIENTO ESTRATEGICO DOLAR","10597","C","FIRES","AAAw+cAAhAABQK7AAg","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC RENDIMIENTO ESTRATEGICO DOLAR","10597","E","FIRES","AAAw+cAAhAABQK7AAg","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC RENDIMIENTO ESTRATEGICO DOLAR","10597","I","FIRES","AAAw+cAAhAABQK7AAg","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC RENDIMIENTO ESTRATEGICO DOLAR","10597","X","FIRES","AAAw+cAAhAABQK7AAg","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC RENDIMIENTO ESTRATEGICO DOLAR","10597","Z","FIRES","AAAw+cAAhAABQK7AAg","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC RENDIMIENTO ESTRATÉGICO DÓLAR ACUMULACIÓN","10723","A","FIRES","AAAw+cAAhAABQK/AAs","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC RENDIMIENTO ESTRATÉGICO DÓLAR ACUMULACIÓN","10723","AE","FIRES","AAAw+cAAhAABQK/AAs","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC RENDIMIENTO ESTRATÉGICO DÓLAR ACUMULACIÓN","10723","I","FIRES","AAAw+cAAhAABQK/AAs","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC RENDIMIENTO ESTRATÉGICO DÓLAR ACUMULACIÓN","10723","IE","FIRES","AAAw+cAAhAABQK/AAs","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC RENDIMIENTO ESTRATÉGICO PESOS","10612","A","FIRES","AAAw+cAAhAABQK6AAZ","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC RENDIMIENTO ESTRATÉGICO PESOS","10612","C","FIRES","AAAw+cAAhAABQK6AAZ","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC RENDIMIENTO ESTRATÉGICO PESOS","10612","I","FIRES","AAAw+cAAhAABQK6AAZ","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC RENDIMIENTO ESTRATÉGICO PESOS","10612","X","FIRES","AAAw+cAAhAABQK6AAZ","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC RENTA GLOBAL USD","10283","BP","FIRES","AAAw+cAAhAABQKGAAr","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC RENTA GLOBAL USD","10283","C","FIRES","AAAw+cAAhAABQKGAAr","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC RENTA GLOBAL USD","10283","F","FIRES","AAAw+cAAhAABQKGAAr","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC RENTA GLOBAL USD","10283","I","FIRES","AAAw+cAAhAABQKGAAr","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC RENTA GLOBAL USD","10283","X","FIRES","AAAw+cAAhAABQKGAAr","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC RV GLOBAL","9874","UNICA","FINRE","AAAw+cAAhAABP4VAA5","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC SECONDARIES CDR X","10189","BP","FINRE","AAAw+cAAhAABQKHAAj","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC SECONDARIES CDR X","10189","E","FINRE","AAAw+cAAhAABQKHAAj","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC SECONDARIES CDR X","10189","I","FINRE","AAAw+cAAhAABQKHAAj","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC SECONDARIES CDR X","10189","X","FINRE","AAAw+cAAhAABQKHAAj","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC US VENTURE OPPORTUNITIES","10079","BD","FIRES","AAAw+cAAhAABQKDAAT","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC US VENTURE OPPORTUNITIES","10079","BP","FIRES","AAAw+cAAhAABQKDAAT","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC US VENTURE OPPORTUNITIES","10079","I","FIRES","AAAw+cAAhAABQKDAAT","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HMC US VENTURE OPPORTUNITIES","10079","X","FIRES","AAAw+cAAhAABQKDAAT","Sin clasificacion","CFI"
"FONDO DE INVERSIÓN HPH II","9701","A","FINRE","AAAw+cAAhAABP4WAAb","Alternativos","CFI"
"FONDO DE INVERSIÓN HPH II","9701","B","FINRE","AAAw+cAAhAABP4WAAb","Alternativos","CFI"
"FONDO DE INVERSIÓN HPH II","9701","C","FINRE","AAAw+cAAhAABP4WAAb","Alternativos","CFI"
"FONDO DE INVERSIÓN HPH II","9701","I","FINRE","AAAw+cAAhAABP4WAAb","Alternativos","CFI"
"FONDO DE INVERSIÓN HPH III","10291","A","FINRE","AAAw+cAAhAABQKGAAt","Alternativos","CFI"
"FONDO DE INVERSIÓN HPH III","10291","B","FINRE","AAAw+cAAhAABQKGAAt","Alternativos","CFI"
"FONDO DE INVERSIÓN HPH III","10291","C","FINRE","AAAw+cAAhAABQKGAAt","Alternativos","CFI"
"FONDO DE INVERSIÓN INMOBILIARIO IX","9589","UNICA","FINRE","AAAw+cAAhAABP4XAAG","Sin clasificacion","CFI"
