"nombre","serie","run","tipoentidad","fecha_limite","fecha_pago","moneda","tipo_evento","monto_por_cuota_boletin","monto_total","cuotas_fecha_limite","fecha_cuotas_usada","div_por_cuota_calculado","monto_final","origen","motivo"
"Alza Deuda Privada IV Fondo de Inversión","A",NA,NA,2025-05-02,2025-05-08,"$","Dividendo",16480.3063,NA,NA,NA,NA,16480.3063,"boletin",NA
"Alza Deuda Privada IV Fondo de Inversión","F",NA,NA,2025-05-02,2025-05-08,"$","Dividendo",16612.9213,NA,NA,NA,NA,16612.9213,"boletin",NA
"Alza Deuda Privada IV Fondo de Inversión","I",NA,NA,2025-05-02,2025-05-08,"$","Dividendo",16619.212,NA,NA,NA,NA,16619.212,"boletin",NA
"Alza Deuda Privada IV Fondo de Inversión","A",NA,NA,2025-07-23,2025-07-29,"$","Dividendo",8403.5806,NA,NA,NA,NA,8403.5806,"boletin",NA
"Alza Deuda Privada IV Fondo de Inversión","F",NA,NA,2025-07-23,2025-07-29,"$","Dividendo",8500.3422,NA,NA,NA,NA,8500.3422,"boletin",NA
"Alza Deuda Privada IV Fondo de Inversión","I",NA,NA,2025-07-23,2025-07-29,"$","Dividendo",8504.3996,NA,NA,NA,NA,8504.3996,"boletin",NA
"Alza Deuda Privada IV Fondo de Inversión","A",NA,NA,2025-09-26,2025-10-02,"$","Dividendo",1307.1413,NA,NA,NA,NA,1307.1413,"boletin",NA
"Alza Deuda Privada IV Fondo de Inversión","F",NA,NA,2025-09-26,2025-10-02,"$","Dividendo",1349.7597,NA,NA,NA,NA,1349.7597,"boletin",NA
"Alza Deuda Privada IV Fondo de Inversión","I",NA,NA,2025-09-26,2025-10-02,"$","Dividendo",1350.604,NA,NA,NA,NA,1350.604,"boletin",NA
"Alza Deuda Privada V Fondo de Inversión","A",NA,NA,2026-02-27,2026-03-05,"$","Dividendo",624.7692,NA,NA,NA,NA,624.7692,"boletin",NA
"Alza Deuda Privada V Fondo de Inversión","I",NA,NA,2026-02-27,2026-03-05,"$","Dividendo",625.003,NA,NA,NA,NA,625.003,"boletin",NA
"Alza Deuda Privada V Fondo de Inversión","A",NA,NA,2026-04-27,2026-05-04,"$","Dividendo",1841.3478,NA,NA,NA,NA,1841.3478,"boletin",NA
"Alza Deuda Privada V Fondo de Inversión","I",NA,NA,2026-04-27,2026-05-04,"$","Dividendo",1842.5832,NA,NA,NA,NA,1842.5832,"boletin",NA
"Alza Deuda Privada V Fondo de Inversión","A",NA,NA,2026-05-14,2026-05-20,"$","Dividendo",4743.733601,NA,NA,NA,NA,4743.733601,"boletin",NA
"Alza Deuda Privada V Fondo de Inversión","I",NA,NA,2026-05-14,2026-05-20,"$","Dividendo",4747.713978,NA,NA,NA,NA,4747.713978,"boletin",NA
"Alza Deuda Privada V Fondo de Inversión","A",NA,NA,2026-06-05,2026-06-11,"$","Dividendo",1672.684596,NA,NA,NA,NA,1672.684596,"boletin",NA
"Alza Deuda Privada V Fondo de Inversión","I",NA,NA,2026-06-05,2026-06-11,"$","Dividendo",1674.088114,NA,NA,NA,NA,1674.088114,"boletin",NA
"Alza Deuda Privada V Fondo de Inversión","A",NA,NA,2026-06-19,2026-06-25,"$","Dividendo",2581.475448,NA,NA,NA,NA,2581.475448,"boletin",NA
"Alza Deuda Privada V Fondo de Inversión","I",NA,NA,2026-06-19,2026-06-25,"$","Dividendo",2584.13183,NA,NA,NA,NA,2584.13183,"boletin",NA
"Alza Deuda Privada VI Fondo de Inversión","A",NA,NA,2026-05-14,2026-05-20,"$","Dividendo",640.143235,NA,NA,NA,NA,640.143235,"boletin",NA
"Alza Deuda Privada VI Fondo de Inversión","I",NA,NA,2026-05-14,2026-05-20,"$","Dividendo",640.439758,NA,NA,NA,NA,640.439758,"boletin",NA
"Alza Deuda Privada VI Fondo de Inversión","A",NA,NA,2026-06-05,2026-06-11,"$","Dividendo",923.474391,NA,NA,NA,NA,923.474391,"boletin",NA
"Alza Deuda Privada VI Fondo de Inversión","I",NA,NA,2026-06-05,2026-06-11,"$","Dividendo",923.902157,NA,NA,NA,NA,923.902157,"boletin",NA
"Alza Dédalo Fondo de Inversión","A",NA,NA,2026-06-19,2026-06-25,"$","Dividendo",305.806585,NA,NA,NA,NA,305.806585,"boletin",NA
"Alza Dédalo Fondo de Inversión","I1",NA,NA,2026-06-19,2026-06-25,"$","Dividendo",307.720236,NA,NA,NA,NA,307.720236,"boletin",NA
"Alza Dédalo Fondo de Inversión","F",NA,NA,2026-06-19,2026-06-25,"$","Dividendo",304.98705,NA,NA,NA,NA,304.98705,"boletin",NA
"Alza Fintech X Fondo de Inversión","A","10413","FINRE",2026-06-19,2026-06-25,"$","Dividendo",10.67259,NA,NA,NA,NA,10.67259,"boletin",NA
"Alza Fintech X Fondo de Inversión","B","10413","FINRE",2026-06-19,2026-06-25,"$","Dividendo",2.908312,NA,NA,NA,NA,2.908312,"boletin",NA
"Ameris AATech Financiamiento Corto Plazo Fondo de Inversión","A (ex SLPA)","9919","FIRES",2026-04-23,2026-04-29,"$","Dividendo",14.368593,NA,NA,NA,NA,14.368593033,"boletin",NA
"Ameris AATech Financiamiento Corto Plazo Fondo de Inversión","I (ex SLPI)","9919","FIRES",2026-04-23,2026-04-29,"$","Dividendo",5.037708,NA,NA,NA,NA,5.037708042,"boletin",NA
"Ameris AATech Financiamiento Corto Plazo Fondo de Inversión","X (ex SLPX)","9919","FIRES",2026-04-23,2026-04-29,"$","Dividendo",24.834826,NA,NA,NA,NA,24.834826284,"boletin",NA
"Ameris AATech Financiamiento Corto Plazo Fondo de Inversión","AATech","9919","FIRES",2026-04-23,2026-04-29,"$","Dividendo",85.671943,NA,NA,NA,NA,85.671943224,"boletin",NA
"Ameris Alternativos I Fondo de Inversión","A",NA,NA,2025-04-15,2025-04-23,"US$","Dividendo",0.021516,NA,NA,NA,NA,0.021516498,"boletin",NA
"Ameris Alternativos I Fondo de Inversión","F",NA,NA,2025-04-15,2025-04-23,"US$","Dividendo",0.022439,NA,NA,NA,NA,0.022438655,"boletin",NA
"Ameris Alternativos I Fondo de Inversión","H",NA,NA,2025-04-15,2025-04-23,"US$","Dividendo",0.022578,NA,NA,NA,NA,0.022577629,"boletin",NA
"Ameris Alternativos I Fondo de Inversión","A",NA,NA,2026-05-19,2026-05-26,"US$","Dividendo",0.019016,NA,NA,NA,NA,0.019015694,"boletin",NA
"Ameris Alternativos I Fondo de Inversión","F",NA,NA,2026-05-19,2026-05-26,"US$","Dividendo",0.020022,NA,NA,NA,NA,0.020021797,"boletin",NA
"Ameris Alternativos I Fondo de Inversión","H",NA,NA,2026-05-19,2026-05-26,"US$","Dividendo",0.020177,NA,NA,NA,NA,0.020176541,"boletin",NA
"Ameris Alternativos II Fondo de Inversión","A",NA,NA,2026-05-22,2026-05-28,"US$","Dividendo",0.003851,NA,NA,NA,NA,0.003850899,"boletin",NA
"Ameris Alternativos II Fondo de Inversión","I",NA,NA,2026-05-22,2026-05-28,"US$","Dividendo",0.004069,NA,NA,NA,NA,0.004069389,"boletin",NA
"Ameris Alternativos II Fondo de Inversión","C",NA,NA,2026-05-22,2026-05-28,"US$","Dividendo",0.003898,NA,NA,NA,NA,0.003898223,"boletin",NA
"Ameris CESL II Fondo de Inversión","A","9744","FINRE",2025-03-25,2025-03-31,"US$","Dividendo",0.013397,NA,NA,NA,NA,0.013397438,"boletin",NA
"Ameris CESL II Fondo de Inversión","B","9744","FINRE",2025-03-25,2025-03-31,"US$","Dividendo",0.013553,NA,NA,NA,NA,0.0135527,"boletin",NA
"Ameris CESL II Fondo de Inversión","C","9744","FINRE",2025-03-25,2025-03-31,"US$","Dividendo",0.014123,NA,NA,NA,NA,0.014122715,"boletin",NA
"Ameris CESL II Fondo de Inversión","I","9744","FINRE",2025-03-25,2025-03-31,"US$","Dividendo",0.014178,NA,NA,NA,NA,0.014178015,"boletin",NA
"Ameris CESL II Fondo de Inversión","A","9744","FINRE",2025-03-25,2025-03-31,"US$","Reparto",0.029104,NA,NA,NA,NA,0.029104311,"boletin",NA
"Ameris CESL II Fondo de Inversión","B","9744","FINRE",2025-03-25,2025-03-31,"US$","Reparto",0.029442,NA,NA,NA,NA,0.0294416,"boletin",NA
"Ameris CESL II Fondo de Inversión","C","9744","FINRE",2025-03-25,2025-03-31,"US$","Reparto",0.03068,NA,NA,NA,NA,0.030679888,"boletin",NA
"Ameris CESL II Fondo de Inversión","I","9744","FINRE",2025-03-25,2025-03-31,"US$","Reparto",0.0308,NA,NA,NA,NA,0.03080002,"boletin",NA
"Ameris CESL II Fondo de Inversión","A","9744","FINRE",2025-07-29,2025-08-04,"US$","Dividendo",0.011318,NA,NA,NA,NA,0.011317811,"boletin",NA
"Ameris CESL II Fondo de Inversión","B","9744","FINRE",2025-07-29,2025-08-04,"US$","Dividendo",0.011458,NA,NA,NA,NA,0.011457701,"boletin",NA
"Ameris CESL II Fondo de Inversión","C","9744","FINRE",2025-07-29,2025-08-04,"US$","Dividendo",0.011978,NA,NA,NA,NA,0.011977938,"boletin",NA
"Ameris CESL II Fondo de Inversión","I","9744","FINRE",2025-07-29,2025-08-04,"US$","Dividendo",0.012029,NA,NA,NA,NA,0.012028573,"boletin",NA
"Ameris CESL II Fondo de Inversión","A","9744","FINRE",2025-11-25,2025-12-01,"US$","Dividendo",0.01289,NA,NA,NA,NA,0.012889666,"boletin",NA
"Ameris CESL II Fondo de Inversión","B","9744","FINRE",2025-11-25,2025-12-01,"US$","Dividendo",0.01306,NA,NA,NA,NA,0.013059607,"boletin",NA
"Ameris CESL II Fondo de Inversión","C","9744","FINRE",2025-11-25,2025-12-01,"US$","Dividendo",0.01369,NA,NA,NA,NA,0.013689893,"boletin",NA
"Ameris CESL II Fondo de Inversión","I","9744","FINRE",2025-11-25,2025-12-01,"US$","Dividendo",0.013752,NA,NA,NA,NA,0.013752276,"boletin",NA
"Ameris CESL II Fondo de Inversión","A","9744","FINRE",2026-02-26,2026-03-04,"US$","Dividendo",0.002479,NA,NA,NA,NA,0.002478893,"boletin",NA
"Ameris CESL II Fondo de Inversión","B","9744","FINRE",2026-02-26,2026-03-04,"US$","Dividendo",0.002514,NA,NA,NA,NA,0.002513675,"boletin",NA
"Ameris CESL II Fondo de Inversión","C","9744","FINRE",2026-02-26,2026-03-04,"US$","Dividendo",0.002641,NA,NA,NA,NA,0.002640504,"boletin",NA
"Ameris CESL II Fondo de Inversión","I","9744","FINRE",2026-02-26,2026-03-04,"US$","Dividendo",0.002653,NA,NA,NA,NA,0.002652805,"boletin",NA
"Ameris CESL II Fondo de Inversión","A","9744","FINRE",2026-02-26,2026-03-04,"US$","Reparto",0.01491,NA,NA,NA,NA,0.014909852,"boletin",NA
"Ameris CESL II Fondo de Inversión","B","9744","FINRE",2026-02-26,2026-03-04,"US$","Reparto",0.015119,NA,NA,NA,NA,0.015119061,"boletin",NA
"Ameris CESL II Fondo de Inversión","C","9744","FINRE",2026-02-26,2026-03-04,"US$","Reparto",0.015882,NA,NA,NA,NA,0.015881903,"boletin",NA
"Ameris CESL II Fondo de Inversión","I","9744","FINRE",2026-02-26,2026-03-04,"US$","Reparto",0.015956,NA,NA,NA,NA,0.01595589,"boletin",NA
"Ameris CESL III Fondo de Inversión","A","10699","FINRE",2025-10-01,2025-10-07,"US$","Dividendo",1.695755,NA,NA,NA,NA,1.695755271,"boletin",NA
"Ameris CESL III Fondo de Inversión","B","10699","FINRE",2025-10-01,2025-10-07,"US$","Dividendo",1.699194,NA,NA,NA,NA,1.699193911,"boletin",NA
"Ameris CESL III Fondo de Inversión","C","10699","FINRE",2025-10-01,2025-10-07,"US$","Dividendo",1.709255,NA,NA,NA,NA,1.709255127,"boletin",NA
"Ameris CESL III Fondo de Inversión","A","10699","FINRE",2025-10-01,2025-10-07,"US$","Reparto",0.057569,NA,NA,NA,NA,0.05756874,"boletin",NA
"Ameris CESL III Fondo de Inversión","B","10699","FINRE",2025-10-01,2025-10-07,"US$","Reparto",0.057685,NA,NA,NA,NA,0.057684977,"boletin",NA
"Ameris CESL III Fondo de Inversión","C","10699","FINRE",2025-10-01,2025-10-07,"US$","Reparto",0.058027,NA,NA,NA,NA,0.058027003,"boletin",NA
"Ameris CESL III Fondo de Inversión","A","10699","FINRE",2025-12-19,2025-12-26,"US$","Dividendo",0.034238,NA,NA,NA,NA,0.034238229,"boletin",NA
"Ameris CESL III Fondo de Inversión","B","10699","FINRE",2025-12-19,2025-12-26,"US$","Dividendo",0.03431,NA,NA,NA,NA,0.034309542,"boletin",NA
"Ameris CESL III Fondo de Inversión","C","10699","FINRE",2025-12-19,2025-12-26,"US$","Dividendo",0.034533,NA,NA,NA,NA,0.034533446,"boletin",NA
"Ameris CESL III Fondo de Inversión","A","10699","FINRE",2025-12-19,2025-12-26,"US$","Reparto",0.018658,NA,NA,NA,NA,0.018657566,"boletin",NA
"Ameris CESL III Fondo de Inversión","B","10699","FINRE",2025-12-19,2025-12-26,"US$","Reparto",0.018696,NA,NA,NA,NA,0.0186964,"boletin",NA
"Ameris CESL III Fondo de Inversión","C","10699","FINRE",2025-12-19,2025-12-26,"US$","Reparto",0.018818,NA,NA,NA,NA,0.018818439,"boletin",NA
"Ameris Desarrollo Inmobiliario Perú 2 Fondo de Inversión","A",NA,NA,2025-09-20,2025-09-26,"$","Dividendo",643.993024,NA,NA,NA,NA,643.993024204,"boletin",NA
"Ameris Desarrollo Inmobiliario Perú 2 Fondo de Inversión","H",NA,NA,2025-09-20,2025-09-26,"$","Dividendo",649.630547,NA,NA,NA,NA,649.630546827,"boletin",NA
"Ameris Deuda Directa Dólar Fondo de Inversión","A","10627","FINRE",2025-05-07,2025-05-13,"US$","Dividendo",0.017214,3827.57,NA,NA,NA,0.017213662,"boletin",NA
"Ameris Deuda Directa Dólar Fondo de Inversión","F","10627","FINRE",2025-05-07,2025-05-13,"US$","Dividendo",0.017307,432.68,NA,NA,NA,0.0173072,"boletin",NA
"Ameris Deuda Directa Dólar Fondo de Inversión","X","10627","FINRE",2025-05-07,2025-05-13,"US$","Dividendo",0.017512,15330.05,NA,NA,NA,0.017511765,"boletin",NA
"Ameris Deuda Directa Dólar Fondo de Inversión","A","10627","FINRE",2026-06-11,2026-06-17,"US$","Dividendo",0.179606,NA,NA,NA,NA,0.179606036,"boletin",NA
"Ameris Deuda Directa Dólar Fondo de Inversión","X","10627","FINRE",2026-06-11,2026-06-17,"US$","Dividendo",0.185833,NA,NA,NA,NA,0.18583286,"boletin",NA
"Ameris Deuda Directa Fondo de Inversión","A","9495","FINRE",2025-06-21,2025-06-27,"$","Dividendo",14.564404,NA,NA,NA,NA,14.564404065,"boletin",NA
"Ameris Deuda Directa Fondo de Inversión","C","9495","FINRE",2025-06-21,2025-06-27,"$","Dividendo",14.325501,NA,NA,NA,NA,14.325501079,"boletin",NA
"Ameris Deuda Directa Fondo de Inversión","I","9495","FINRE",2025-06-21,2025-06-27,"$","Dividendo",15.010952,NA,NA,NA,NA,15.010951897,"boletin",NA
"Ameris Deuda Directa Fondo de Inversión","R","9495","FINRE",2025-06-21,2025-06-27,"$","Dividendo",10.113923,NA,NA,NA,NA,10.113923172,"boletin",NA
"Ameris Deuda Directa Fondo de Inversión","X","9495","FINRE",2025-06-21,2025-06-27,"$","Dividendo",12.628387,NA,NA,NA,NA,12.628387393,"boletin",NA
"Ameris Deuda Directa Fondo de Inversión","A","9495","FINRE",2026-06-12,2026-06-18,"$","Dividendo",4.531962,NA,NA,NA,NA,4.531962364,"boletin",NA
"Ameris Deuda Directa Fondo de Inversión","I","9495","FINRE",2026-06-12,2026-06-18,"$","Dividendo",4.691195,NA,NA,NA,NA,4.691195427,"boletin",NA
"Ameris Deuda Directa Fondo de Inversión","C","9495","FINRE",2026-06-12,2026-06-18,"$","Dividendo",4.451455,NA,NA,NA,NA,4.451455037,"boletin",NA
"Ameris Deuda Directa Fondo de Inversión","X","9495","FINRE",2026-06-12,2026-06-18,"$","Dividendo",3.982703,NA,NA,NA,NA,3.982702841,"boletin",NA
"Ameris Deuda Directa Fondo de Inversión","R","9495","FINRE",2026-06-12,2026-06-18,"$","Dividendo",3.110561,NA,NA,NA,NA,3.110560951,"boletin",NA
"Ameris Deuda Inmobiliaria VI Fondo de Inversión","A",NA,NA,2025-02-20,2025-02-26,"$","Dividendo",468.480896,NA,NA,NA,NA,468.480895642,"boletin",NA
"Ameris Deuda Inmobiliaria VI Fondo de Inversión","B",NA,NA,2025-02-20,2025-02-26,"$","Dividendo",484.873011,NA,NA,NA,NA,484.873011313,"boletin",NA
"Ameris Deuda Inmobiliaria VI Fondo de Inversión","D",NA,NA,2025-02-20,2025-02-26,"$","Dividendo",483.67212,NA,NA,NA,NA,483.672119595,"boletin",NA
"Ameris Deuda Inmobiliaria VI Fondo de Inversión","I",NA,NA,2025-02-20,2025-02-26,"$","Dividendo",484.580482,NA,NA,NA,NA,484.580482144,"boletin",NA
"Ameris Deuda Inmobiliaria VI Fondo de Inversión","A",NA,NA,2025-05-23,2025-05-29,"$","Dividendo",470.371529,NA,NA,NA,NA,470.371529197,"boletin",NA
"Ameris Deuda Inmobiliaria VI Fondo de Inversión","B",NA,NA,2025-05-23,2025-05-29,"$","Dividendo",486.906595,NA,NA,NA,NA,486.906594541,"boletin",NA
"Ameris Deuda Inmobiliaria VI Fondo de Inversión","D",NA,NA,2025-05-23,2025-05-29,"$","Dividendo",485.524245,NA,NA,NA,NA,485.524245172,"boletin",NA
"Ameris Deuda Inmobiliaria VI Fondo de Inversión","I",NA,NA,2025-05-23,2025-05-29,"$","Dividendo",486.640196,NA,NA,NA,NA,486.64019577,"boletin",NA
"Ameris Deuda Inmobiliaria VI Fondo de Inversión","A",NA,NA,2025-08-23,2025-08-29,"$","Dividendo",470.209069,NA,NA,NA,NA,470.209069435,"boletin",NA
"Ameris Deuda Inmobiliaria VI Fondo de Inversión","B",NA,NA,2025-08-23,2025-08-29,"$","Dividendo",486.978246,NA,NA,NA,NA,486.978245646,"boletin",NA
"Ameris Deuda Inmobiliaria VI Fondo de Inversión","D",NA,NA,2025-08-23,2025-08-29,"$","Dividendo",485.130412,NA,NA,NA,NA,485.130411795,"boletin",NA
"Ameris Deuda Inmobiliaria VI Fondo de Inversión","I",NA,NA,2025-08-23,2025-08-29,"$","Dividendo",486.74829,NA,NA,NA,NA,486.748289615,"boletin",NA
"Ameris Deuda Inmobiliaria VI Fondo de Inversión","A",NA,NA,2025-11-21,2025-11-27,"$","Dividendo",486.070822,NA,NA,NA,NA,486.070821509,"boletin",NA
"Ameris Deuda Inmobiliaria VI Fondo de Inversión","B",NA,NA,2025-11-21,2025-11-27,"$","Dividendo",503.535119,NA,NA,NA,NA,503.535118513,"boletin",NA
"Ameris Deuda Inmobiliaria VI Fondo de Inversión","D",NA,NA,2025-11-21,2025-11-27,"$","Dividendo",501.203417,NA,NA,NA,NA,501.203416743,"boletin",NA
"Ameris Deuda Inmobiliaria VI Fondo de Inversión","I",NA,NA,2025-11-21,2025-11-27,"$","Dividendo",503.601496,NA,NA,NA,NA,503.601496017,"boletin",NA
"Ameris Deuda Inmobiliaria VI Fondo de Inversión","A",NA,NA,2026-02-20,2026-02-26,"$","Dividendo",481.026727,NA,NA,NA,NA,481.026727105,"boletin",NA
"Ameris Deuda Inmobiliaria VI Fondo de Inversión","B",NA,NA,2026-02-20,2026-02-26,"$","Dividendo",498.836533,NA,NA,NA,NA,498.836532591,"boletin",NA
"Ameris Deuda Inmobiliaria VI Fondo de Inversión","D",NA,NA,2026-02-20,2026-02-26,"$","Dividendo",496.070766,NA,NA,NA,NA,496.070766209,"boletin",NA
"Ameris Deuda Inmobiliaria VI Fondo de Inversión","I",NA,NA,2026-02-20,2026-02-26,"$","Dividendo",498.827151,NA,NA,NA,NA,498.827151026,"boletin",NA
"Ameris Deuda Inmobiliaria VI Fondo de Inversión","A",NA,NA,2026-05-22,2026-05-28,"$","Dividendo",483.145762,NA,NA,NA,NA,483.145762052,"boletin",NA
"Ameris Deuda Inmobiliaria VI Fondo de Inversión","B",NA,NA,2026-05-22,2026-05-28,"$","Dividendo",501.23445,NA,NA,NA,NA,501.234449632,"boletin",NA
"Ameris Deuda Inmobiliaria VI Fondo de Inversión","D",NA,NA,2026-05-22,2026-05-28,"$","Dividendo",498.069591,NA,NA,NA,NA,498.069591358,"boletin",NA
"Ameris Deuda Inmobiliaria VI Fondo de Inversión","I",NA,NA,2026-05-22,2026-05-28,"$","Dividendo",501.451456,NA,NA,NA,NA,501.451455503,"boletin",NA
"Ameris Deuda Latinoamericana Sostenible Fondo de Inversión","A","10192","FINRE",2025-05-13,2025-05-19,"US$","Dividendo",0.035237,NA,NA,NA,NA,0.035237387,"boletin",NA
"Ameris Deuda Latinoamericana Sostenible Fondo de Inversión","I","10192","FINRE",2025-05-13,2025-05-19,"US$","Dividendo",0.035623,NA,NA,NA,NA,0.035623021,"boletin",NA
"Ameris Deuda Latinoamericana Sostenible Fondo de Inversión","X","10192","FINRE",2025-05-13,2025-05-19,"US$","Dividendo",0.036749,NA,NA,NA,NA,0.03674892,"boletin",NA
"Ameris Deuda Latinoamericana Sostenible Fondo de Inversión","A","10192","FINRE",2026-06-10,2026-06-16,"US$","Dividendo",0.014369,NA,NA,NA,NA,0.014369216,"boletin",NA
"Ameris Deuda Latinoamericana Sostenible Fondo de Inversión","I","10192","FINRE",2026-06-10,2026-06-16,"US$","Dividendo",0.014577,NA,NA,NA,NA,0.014576783,"boletin",NA
"Ameris Deuda Latinoamericana Sostenible Fondo de Inversión","X","10192","FINRE",2026-06-10,2026-06-16,"US$","Dividendo",0.015145,NA,NA,NA,NA,0.015144681,"boletin",NA
"Ameris Deuda Privada con Garantía FOGAPE Fondo de Inversión","PA","10643","FINRE",2025-01-22,2025-01-28,"$","Dividendo",7.901786,NA,NA,NA,NA,7.901786214,"boletin",NA
"Ameris Deuda Privada con Garantía FOGAPE Fondo de Inversión","PD","10643","FINRE",2025-01-22,2025-01-28,"$","Dividendo",7.857703,NA,NA,NA,NA,7.8577025,"boletin",NA
"Ameris Deuda Privada con Garantía FOGAPE Fondo de Inversión","PI","10643","FINRE",2025-01-22,2025-01-28,"$","Dividendo",17.310635,NA,NA,NA,NA,17.310634568,"boletin",NA
"Ameris Deuda Privada con Garantía FOGAPE Fondo de Inversión","PX","10643","FINRE",2025-01-22,2025-01-28,"$","Dividendo",42.319514,NA,NA,NA,NA,42.319513909,"boletin",NA
"Ameris Deuda Privada con Garantía FOGAPE Fondo de Inversión","S","10643","FINRE",2025-01-22,2025-01-28,"$","Dividendo",38.64698,NA,NA,NA,NA,38.646979685,"boletin",NA
"Ameris Deuda Privada con Garantía FOGAPE Fondo de Inversión","PA","10643","FINRE",2025-04-10,2025-04-16,"$","Dividendo",17.47099,NA,NA,NA,NA,17.470990414,"boletin",NA
"Ameris Deuda Privada con Garantía FOGAPE Fondo de Inversión","PD","10643","FINRE",2025-04-10,2025-04-16,"$","Dividendo",20.655744,NA,NA,NA,NA,20.655743733,"boletin",NA
"Ameris Deuda Privada con Garantía FOGAPE Fondo de Inversión","PI","10643","FINRE",2025-04-10,2025-04-16,"$","Dividendo",26.438351,NA,NA,NA,NA,26.43835132,"boletin",NA
"Ameris Deuda Privada con Garantía FOGAPE Fondo de Inversión","PX","10643","FINRE",2025-04-10,2025-04-16,"$","Dividendo",30.223668,NA,NA,NA,NA,30.223667935,"boletin",NA
"Ameris Deuda Privada con Garantía FOGAPE Fondo de Inversión","S","10643","FINRE",2025-04-10,2025-04-16,"$","Dividendo",38.55831,NA,NA,NA,NA,38.558309879,"boletin",NA
"Ameris Deuda Privada con Garantía FOGAPE Fondo de Inversión","D","10643","FINRE",2025-05-14,2025-05-20,"$","Dividendo",14.784712,NA,NA,NA,NA,14.784711611,"boletin",NA
"Ameris Deuda Privada con Garantía FOGAPE Fondo de Inversión","PA","10643","FINRE",2025-05-14,2025-05-20,"$","Dividendo",8.329468,NA,NA,NA,NA,8.329467622,"boletin",NA
"Ameris Deuda Privada con Garantía FOGAPE Fondo de Inversión","PD","10643","FINRE",2025-05-14,2025-05-20,"$","Dividendo",8.845833,NA,NA,NA,NA,8.845833184,"boletin",NA
"Ameris Deuda Privada con Garantía FOGAPE Fondo de Inversión","PI","10643","FINRE",2025-05-14,2025-05-20,"$","Dividendo",9.29784,NA,NA,NA,NA,9.297840347,"boletin",NA
"Ameris Deuda Privada con Garantía FOGAPE Fondo de Inversión","PX","10643","FINRE",2025-05-14,2025-05-20,"$","Dividendo",10.058056,NA,NA,NA,NA,10.058056053,"boletin",NA
"Ameris Deuda Privada con Garantía FOGAPE Fondo de Inversión","PA","10643","FINRE",2025-06-04,2025-06-10,"$","Dividendo",8.80318,NA,NA,NA,NA,8.803180429,"boletin",NA
"Ameris Deuda Privada con Garantía FOGAPE Fondo de Inversión","PD","10643","FINRE",2025-06-04,2025-06-10,"$","Dividendo",9.115846,NA,NA,NA,NA,9.115845835,"boletin",NA
"Ameris Deuda Privada con Garantía FOGAPE Fondo de Inversión","PI","10643","FINRE",2025-06-04,2025-06-10,"$","Dividendo",9.565754,NA,NA,NA,NA,9.565754036,"boletin",NA
"Ameris Deuda Privada con Garantía FOGAPE Fondo de Inversión","PX","10643","FINRE",2025-06-04,2025-06-10,"$","Dividendo",10.338471,NA,NA,NA,NA,10.338470764,"boletin",NA
"Ameris Deuda Privada con Garantía FOGAPE Fondo de Inversión","S","10643","FINRE",2025-06-04,2025-06-10,"$","Dividendo",16.343535,NA,NA,NA,NA,16.343534974,"boletin",NA
"Ameris Deuda Privada con Garantía FOGAPE Fondo de Inversión","PA","10643","FINRE",2025-07-03,2025-07-09,"$","Dividendo",8.496272,NA,NA,NA,NA,8.496272233,"boletin",NA
"Ameris Deuda Privada con Garantía FOGAPE Fondo de Inversión","PD","10643","FINRE",2025-07-03,2025-07-09,"$","Dividendo",8.796137,NA,NA,NA,NA,8.796137392,"boletin",NA
"Ameris Deuda Privada con Garantía FOGAPE Fondo de Inversión","PI","10643","FINRE",2025-07-03,2025-07-09,"$","Dividendo",9.228932,NA,NA,NA,NA,9.228931649,"boletin",NA
"Ameris Deuda Privada con Garantía FOGAPE Fondo de Inversión","PX","10643","FINRE",2025-07-03,2025-07-09,"$","Dividendo",9.971961,NA,NA,NA,NA,9.971961487,"boletin",NA
"Ameris Deuda Privada con Garantía FOGAPE Fondo de Inversión","S","10643","FINRE",2025-07-03,2025-07-09,"$","Dividendo",16.03782,NA,NA,NA,NA,16.03781992,"boletin",NA
"Ameris Deuda Privada con Garantía FOGAPE Fondo de Inversión","PA","10643","FINRE",2025-08-06,2025-08-12,"$","Dividendo",8.777684,NA,NA,NA,NA,8.777683727,"boletin",NA
"Ameris Deuda Privada con Garantía FOGAPE Fondo de Inversión","PD","10643","FINRE",2025-08-06,2025-08-12,"$","Dividendo",9.087449,NA,NA,NA,NA,9.087449038,"boletin",NA
"Ameris Deuda Privada con Garantía FOGAPE Fondo de Inversión","PI","10643","FINRE",2025-08-06,2025-08-12,"$","Dividendo",9.534444,NA,NA,NA,NA,9.534444486,"boletin",NA
"Ameris Deuda Privada con Garantía FOGAPE Fondo de Inversión","PX","10643","FINRE",2025-08-06,2025-08-12,"$","Dividendo",10.301975,NA,NA,NA,NA,10.301975329,"boletin",NA
"Ameris Deuda Privada con Garantía FOGAPE Fondo de Inversión","S","10643","FINRE",2025-08-06,2025-08-12,"$","Dividendo",16.482442,NA,NA,NA,NA,16.48244198,"boletin",NA
"Ameris Deuda Privada con Garantía FOGAPE Fondo de Inversión","PA","10643","FINRE",2025-09-02,2025-09-08,"$","Dividendo",8.785313,NA,NA,NA,NA,8.785313292,"boletin",NA
